,max_len
boydwoo_str_m4_Al_o17_o25_acs_sym_95,12.450031267937563
UVUWEP_FSR,11.929557674471662
gmof_Uio66Zr-BDC_A-irmof6_A_No182,7.649974302761791
PALHUI_FSR,9.751204223092792
boydwoo_str_m5_Al_o8_o16_sra_sym_63,13.91504393860057
AMULOK_FSR,12.932874655202012
boydwoo_str_m3_o1_o11_pcu_sym_1,7.937180039730987
PORZON_FSR,8.467058812273592
CIHLUC_FSR,10.793507387191383
DOYBEA_FSR,6.033055499038334
XIPGEK_FSR,7.485976073607503
gmof_Zn4O13-BDC_A-DPAC_A_No70,14.226435054630892
gmof_Al2O6-irmof7_B_No4,9.20738907198245
gmof_Zn4O13-BDC_A-irmof20_A_No209,9.263584114251803
GUJBEU_FSR,10.332152825470661
VIYQAY_FSR,16.552887838931348
LAGTEU_FSR,7.430186730357763
gmof_Uio66Zr-BDC_A-irmof6_A_No111,8.112494771493601
gmof_AlO6-ADC_A_No31,13.991337876037585
GUPBEZ01_FSR,4.829346752850916
gmof_Zn2O8N2-irmof6_A-irmof8_A_No86,9.89218135271783
boydwoo_str_m7_Zn_o8_o17_bcu_sym_141,16.73151001446854
JEDQIS_FSR,7.428353240531507
boydwoo_str_m1_o14_o14_pcu_sym_23,9.276167285829462
VAKDOD_FSR,9.91320724016281
ECUYAE_FSR,11.816777484394184
MOF-5_cooh_2_1426_2,9.235436750459563
boydwoo_str_m3_o3_o6_pcu_sym_167,15.822204155522119
gmof_ZnN4-SiF6-ADC_No4,10.263111860845951
KIYFAC_FSR,11.022193205070815
HAZPIJ01_FSR,6.52161541535523
boydwoo_str_m3_o12_o19_pcu_sym_164,8.430170218448911
ZITWEH_FSR,18.519947537701334
gmof_Zn4O13-BDC_A-DPAC_A_No37,14.220369847801223
LUPVEZ_FSR,7.485976178390559
DIXJIF_FSR,10.001794089056016
core_XALTIP_freeONLY,11.211561849942811
boydwoo_str_m3_o17_o28_pcu_sym_153,20.226748430846975
boydwoo_str_m3_o2_o25_pcu_sym_73,12.39497034468381
YUYBIF_FSR,7.4748185196265124
MIBWEC_FSR,22.394246985687612
boydwoo_str_m3_o22_o27_pcu_sym_131,15.889794963355246
IPEDUC_FSR,4.4316946792488325
boydwoo_str_m4_Al_o25_o25_acs_sym_146,12.479962893940327
boydwoo_str_m3_o4_o28_pcu_sym_136,20.20972761169638
boydwoo_str_m3_o22_o29_pcu_sym_76,24.482702198183677
gmof_CuN4-SiF6-ADC_No3,8.383159638140855
gmof_Al2O6-AZO_B-DPAC_B_No221,14.298473636160033
JUHNAE_FSR,14.982063887528426
EJANOU_FSR,10.886638506549355
tobacco_bor_sym_3_mc_0_sym_4_on_14__,7.322814634732695
LIGQEZ_FSR,9.06337314009682
RIDBOX_FSR,11.783553353437783
UFOCID_FSR,4.6981774408527714
XOJJAI_FSR,8.828903554212918
boydwoo_str_m3_o4_o21_pcu_sym_176,13.61826640586726
KAFYAT_FSR,10.533698399636023
GERCAK_FSR,11.486500535613827
RIPKIM01_FSR,8.115957787847309
core_XOMJUE_freeONLY,11.643188715222793
gmof_Zn2O8N2-irmof14_A-irmof7_A_No160,11.618936525286474
DIWCES01_FSR,9.79998329681622
RAWVUH_FSR,2.380174581518948
gmof_Al2O6-DPAC_B-irmof10_B_No14,14.276893818206485
IMUBAU_FSR,11.502327957339414
gmof_AlO6-DPAC_A_No3,14.270698043779799
gmof_Zn4O13-irmof8_A-TED_A_No13,9.859226679885133
gmof_Zn2O8N2-irmof10_A-TED_A_No2,11.68992918155738
GITFAT_FSR,3.7369480546551492
IYAROR_FSR,9.637096051907282
LUSGUC_FSR,7.579703098074209
SIYBEH_FSR,2.246431203797192
ROVWIK_FSR,12.877028775815653
RAXNEK_FSR,10.493439565148828
gmof_Zn4O13-BDC_A-irmof20_A_No224,9.260225755668039
ATEYAZ_FSR,7.90123329583109
UTATOA_FSR,10.369909632629689
core_EDUTIG_freeONLY,7.658675272063294
