,max_len
gmof_Zn4O13-BDC_A-irmof20_A_No236,9.18248169315272
gmof_AlO6-irmof20_A_No12,9.266744913395243
ASAXID_FSR,7.519739359929178
QODTOU_FSR,13.017990877619031
gmof_Zn4O13-BDC_A-irmof20_A_No182,9.270618020429943
boydwoo_str_m1_o4_o24_pcu_sym_3,7.667094643127651
boydwoo_str_m7_Zn_o25_o26_bcu_sym_69,16.513603462579557
boydwoo_str_m3_o16_o24_pcu_sym_56,10.88481023649791
gmof_Al2O6-irmof16_B-irmof20_B_No344,9.191950455564193
boydwoo_str_m7_Zn_o11_o22_bcu_sym_123,10.148611635856444
boydwoo_str_m7_Zn_o6_o20_bcu_sym_148,16.050017674270446
gmof_Zn4O13-BDC_A-irmof20_A_No176,9.2035765371656
boydwoo_str_m7_Zn_o20_o23_bcu_sym_26,14.415933317923823
CEVPID01_FSR,9.008281697743712
tobacco_srsb_sym_3_on_4_sym_3_mc_0_L_2,15.871891638269394
boydwoo_str_m7_o2_o13_bcu_sym_14,13.804209315430528
OVIDON_FSR,11.846144832523525
gmof_Zn4O13-irmof20_A-irmof6_A_No184,9.163446526233699
gmof_Zn4O13-irmof20_A-irmof6_A_No107,9.19194328800178
boydwoo_str_m7_o8_o23_bcu_sym_203,16.921700273468765
tobacco_srsb_sym_3_on_2_sym_3_mc_0_L_2,14.081786082730911
IGUTUB01_FSR,9.684405628524456
HIYPIO01_FSR,7.961560697533257
SUTBIT_FSR,9.601693009149459
boydwoo_str_m7_Zn_o8_o25_bcu_sym_151,16.761630337864307
QUQBAH_FSR,9.601698820887194
UQULAU_FSR,7.901236524894367
boydwoo_str_m3_o13_o24_pcu_sym_222,9.877649083122833
boydwoo_str_m7_Zn_o8_o23_bcu_sym_214,16.78093467139106
boydwoo_str_m5_Al_o13_o24_sra_sym_85,9.8873410173377
gmof_Zn2O8N2-irmof20_A-irmof7_A_No26,9.266014515872804
gmof_Al2O6-irmof20_B-irmof7_B_No184,9.179120352891193
VALFUL_FSR,9.346784588201363
COYCEZ_FSR,7.9012282370722815
PIHJIB_FSR,9.346776397880788
MOF-5_cooh_2_930_1,9.694047113898508
core_GUWDUY_freeONLY,7.901235554353902
boydwoo_str_m7_o1_o4_bcu_sym_46,11.651610380172917
boydwoo_str_m7_o12_o22_bcu_sym_33,10.347079808498375
PITJAG_FSR,13.717738267275408
gmof_Zn4O13-BDC_A-irmof20_A_No87,9.28811079671837
gmof_Zn4O13-BDC_A-irmof20_A_No538,9.270883303537625
boydwoo_str_m7_Zn_o8_o17_bcu_sym_56,16.77676565113447
gmof_Zn2O8N2-irmof20_A-irmof6_A_No310,9.199155192608883
SOHGUS_FSR,10.226661276696959
boydwoo_str_m7_Zn_o25_o26_bcu_sym_131,17.024230907329834
core_HIGRIA_freeONLY,9.911604740103941
HEJCIL_FSR,12.091753005983014
POCQIJ_FSR,9.913217446950734
gmof_AlO6-irmof20_A_No5,9.26007847290808
SEMWOZ_FSR,10.762648464261616
MOF-5_cooh_2_1401_2,8.402442503556497
gmof_Zn4O13-BDC_A-irmof20_A_No207,9.205939093645108
gmof_Al2O6-DPAC_B-irmof20_B_No342,14.156825975463788
boydwoo_str_m7_Zn_o8_o17_bcu_sym_233,16.11464815847519
FAHHUT_FSR,15.785698397792979
UVAROZ_FSR,12.09173964949226
gmof_Al2O6-irmof20_B-irmof7_B_No136,9.179041479316963
gmof_Al2O6-BDC_B-irmof7_B_No590,8.551921549749544
boydwoo_str_m7_Zn_o17_o26_bcu_sym_105,16.186325404314264
boydwoo_str_m5_Al_o13_o22_sra_sym_92,9.692891993310692
gmof_Zn4O13-irmof20_A-irmof6_A_No26,9.180943398024827
boydwoo_str_m5_Al_o13_o24_sra_sym_201,9.87794549730343
FAHJAB_FSR,15.79839818113441
gmof_Uio66Zr-irmof20_A-irmof8_A_No122,9.900529683194833
gmof_Zn2O8-ADC_A-irmof20_A_No313,14.163968653377255
gmof_Uio66Zr-BDC_A-irmof6_A_No371,7.647324037282128
gmof_Uio66Zr-irmof20_A-irmof8_A_No120,9.892677556262473
boydwoo_str_m7_Zn_o17_o26_bcu_sym_40,16.59818120349881
SIXWIH_FSR,13.42054818174347
boydwoo_str_m7_Zn_o20_o25_bcu_sym_245,15.249529858966474
gmof_Uio66Zr-irmof20_A-irmof8_A_No182,9.892679978772016
EGOYEF_FSR,5.588670018050418
boydwoo_str_m7_Zn_o1_o12_bcu_sym_1,10.369334648963537
boydwoo_str_m7_Zn_o1_o4_bcu_sym_103,10.377358178232768
DUHPUT_FSR,10.493439581931089
KAJZIH_FSR,7.428352870917433
boydwoo_str_m7_Zn_o19_o21_bcu_sym_127,13.343571658299501
UHOTUH_FSR,5.348190218272794
boydwoo_str_m7_Zn_o2_o13_bcu_sym_131,14.529365422245782
gmof_Zn4O13-irmof20_A-irmof6_A_No39,9.196136529692321
AYEQEC_FSR,7.901230352019776
boydwoo_str_m3_o8_o12_pcu_sym_122,13.98959141421378
boydwoo_str_m7_Zn_o1_o11_bcu_sym_97,10.244971334333105
boydwoo_str_m7_Zn_o6_o25_bcu_sym_166,17.625752658203425
gmof_AlO6-irmof20_A_No9,10.254909979033298
tobacco_srsb_sym_3_on_2_sym_3_mc_0__,9.495167532987608
METMUT_FSR,7.901233746501733
COFNOB_FSR,10.006091539625833
FIRBOX02_FSR,9.913228947430419
MOF-5_cooh_2_683_1,9.189569366770144
gmof_Zn4O13-irmof20_A-irmof6_A_No48,9.267818811813768
boydwoo_str_m7_o9_o13_bcu_sym_80,13.56786050029832
GUHJOJ_FSR,8.733052659853884
gmof_Zn4O13-BDC_A-irmof20_A_No170,9.178765451808454
core_PUQHIT_SL,10.447454276130623
boydwoo_str_m7_Zn_o17_o26_bcu_sym_89,16.87658680607849
gmof_Zn2O8N2-irmof14_A-irmof20_A_No208,11.584936185997423
gmof_Zn2O8N2-irmof20_A-irmof8_A_No28,9.966171396340332
boydwoo_str_m7_o11_o24_bcu_sym_33,10.060331542842672
gmof_Uio66Zr-BDC_A-irmof7_A_No306,8.26903670849477
boydwoo_str_m7_Zn_o20_o25_bcu_sym_133,14.440317286716006
BUTJEG_FSR,7.90123040928749
ASOWOU_FSR,7.9012405153233605
boydwoo_str_m7_Zn_o25_o25_bcu_sym_35,14.389989419815823
gmof_Zn4O13-BDC_A-irmof20_A_No58,9.270878290904795
boydwoo_str_m7_Zn_o2_o8_bcu_sym_125,17.82715323425918
ZEKCEA_FSR,9.346782156775236
gmof_AlO6-irmof20_A_No17,9.18729062177395
gmof_Zn4O13-irmof20_A-irmof6_A_No311,9.266658946446805
boydwoo_str_m7_Zn_o20_o25_bcu_sym_176,14.412614887552014
QAKDAH_FSR,12.0917633665013
boydwoo_str_m3_o1_o17_pcu_sym_149,11.804509345704254
VAPROW_FSR,12.587835100879994
tobacco_srsb_sym_3_mc_0_sym_3_on_0_L_2,10.91895521301504
core_COJHIT_freeONLY,10.199946727802084
boydwoo_str_m7_Zn_o8_o25_bcu_sym_20,16.944220812608357
LEQCOB_FSR,10.423806030031649
XOLZUT_FSR,9.976369251878937
gmof_Uio66Zr-irmof20_A-irmof8_A_No278,9.794834270103264
gmof_Zn4O13-BDC_A-irmof20_A_No158,9.266661097608164
IPINUS_FSR,13.053950804597712
IKATIZ_FSR,13.006849830772568
FOXZAU_FSR,9.178646605393366
gmof_Zn2O8N2-irmof12_A-irmof7_A_No1,11.714251315415346
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_14,15.76407634369725
WEWLOB_FSR,9.877649437687838
boydwoo_str_m7_Zn_o10_o22_bcu_sym_31,9.645352511783495
DUKXOY_FSR,6.351775034507125
gmof_AlO6-irmof20_A_No8,9.177383900171787
gmof_Zn4O13-BDC_A-irmof20_A_No530,9.267819733081275
boydwoo_str_m7_Zn_o4_o12_bcu_sym_46,10.727275162649665
boydwoo_str_m7_Zn_o8_o25_bcu_sym_19,16.122861570897694
boydwoo_str_m7_Zn_o23_o25_bcu_sym_82,15.273551517296177
gmof_Uio66Zr-irmof20_A-irmof8_A_No166,9.998926738579177
boydwoo_str_m7_Zn_o11_o22_bcu_sym_88,9.639589035637034
boydwoo_str_m3_o2_o10_pcu_sym_9,11.769239711946886
SETCUQ_FSR,7.49584618464553
COMZAH_FSR,14.05057247169851
gmof_Uio66Zr-irmof20_A-irmof8_A_No10,9.976369553168915
gmof_AlO6-irmof20_A_No4,9.203574425045124
tobacco_bor_sym_3_mc_0_sym_4_on_6_L_2,11.722298640207196
VEXPAS_FSR,21.756787101458624
IPINEC_FSR,12.370804699307385
JUZGOC_FSR,11.321007056707247
UGEMUQ_FSR,8.733052779110292
LUNGEJ01_FSR,10.137544457186541
POKFOL_FSR,10.567432569645623
boydwoo_str_m1_o9_o24_pcu_sym_87,13.553925111032695
core_VAHQAY_freeONLY,9.68438437014845
boydwoo_str_m7_Zn_o12_o24_bcu_sym_38,10.34120554247329
gmof_AlO6-irmof20_A_No13,9.205928539722342
VEPJAD_FSR,8.57845154082635
TAYJAH_FSR,10.306968310449127
boydwoo_str_m7_Zn_o8_o17_bcu_sym_72,16.709115094182774
boydwoo_str_m7_Zn_o4_o13_bcu_sym_100,11.972228887172605
boydwoo_str_m7_Zn_o1_o4_bcu_sym_131,10.292449395525862
TIFMOK01_FSR,7.901238195907245
NABNOU_FSR,10.13750919702923
gmof_Al2O6-BDC_B-irmof20_B_No236,9.270885181753044
TEWVUP_FSR,9.877649336366497
PIHJOH03_FSR,9.463690948204274
RAFXUS_FSR,11.875085486553544
UVINIX_FSR,10.851215239656968
